HAGRID,Kingdom,Phylum,Class,Order,Family,Genus,Species,Common_name,Female_maturity_days,Male_maturity_days,Gestation_or_Incubation_days,Weaning_days,Clutch_size,Clutches_per_year,Interbirth_interval,Birth_weight_g,Weaning_weight_g,Adult_weight_g,Growth_rate,Maximum_longevity_yrs,Source,Specimen_origin,Sample_size,Data_quality,IMR_per_year,MRDT_yrs,Metabolic_rate_W,Body_mass_g,Temperature
110,Animalia,Chordata,Amphibia,Caudata,Ambystomatidae,Ambystoma,macrodactylum,Long-toed salamander,730,730,40,NotKnow,250,NULL,NULL,NULL,NULL,NULL,NULL,10,437,wild,medium,acceptable,NULL,NULL,NULL,NULL,unknown
111,Animalia,Chordata,Amphibia,Caudata,Ambystomatidae,Ambystoma,maculatum,Spotted salamander,1095,730,NotKnow,NotKnow,125,NULL,NULL,NULL,NULL,12.84,NULL,32,unknown,unknown,medium,acceptable,NULL,NULL,0.005,12.8,290
112,Animalia,Chordata,Amphibia,Caudata,Ambystomatidae,Ambystoma,mexicanum,Axolotl,548,548,18,NotKnow,NULL,NULL,NULL,NULL,NULL,NULL,NULL,17,451,captivity,large,acceptable,NULL,NULL,NULL,NULL,unknown
113,Animalia,Chordata,Amphibia,Caudata,Ambystomatidae,Ambystoma,opacum,Marbled salamander,1296,1113,NotKnow,NotKnow,100,NULL,NULL,NULL,NULL,NULL,NULL,11.3,485,captivity,small,acceptable,NULL,NULL,NULL,NULL,unknown
114,Animalia,Chordata,Amphibia,Caudata,Ambystomatidae,Ambystoma,rosaceum,Chihuahuan mole salamander,NotKnow,NotKnow,NotKnow,NotKnow,NULL,NULL,NULL,NULL,NULL,NULL,NULL,14.4,451,captivity,small,acceptable,NULL,NULL,NULL,NULL,unknown
115,Animalia,Chordata,Amphibia,Caudata,Ambystomatidae,Ambystoma,talpoideum,Mole salamander,730,730,NotKnow,NotKnow,350,NULL,NULL,NULL,NULL,NULL,NULL,9,749,unknown,medium,acceptable,NULL,NULL,NULL,NULL,unknown
116,Animalia,Chordata,Amphibia,Caudata,Ambystomatidae,Ambystoma,texanum,Small-mouthed salamander,NotKnow,NotKnow,35,NotKnow,625,NULL,NULL,NULL,NULL,NULL,NULL,13.8,485,captivity,tiny,acceptable,NULL,NULL,NULL,NULL,unknown
117,Animalia,Chordata,Amphibia,Caudata,Ambystomatidae,Ambystoma,tigrinum,Tiger salamander,1460,1460,28,NotKnow,37,NULL,NULL,NULL,NULL,9.402,NULL,25,485,captivity,medium,acceptable,NULL,NULL,0.00196,3.21,291
118,Animalia,Chordata,Amphibia,Caudata,Ambystomatidae,Dicamptodon,ensatus,California giant salamander,NotKnow,NotKnow,150,NotKnow,85,NULL,NULL,NULL,NULL,NULL,NULL,16.9,451,captivity,tiny,acceptable,NULL,NULL,NULL,NULL,unknown
119,Animalia,Chordata,Amphibia,Caudata,Amphiumidae,Amphiuma,means,Two-toed amphiuma,1460,1095,150,NotKnow,200,NULL,NULL,NULL,NULL,200.967,NULL,27,485,captivity,small,acceptable,NULL,NULL,0.00904,199,288
120,Animalia,Chordata,Amphibia,Caudata,Amphiumidae,Amphiuma,tridactylum,Three-toed amphiuma,NotKnow,NotKnow,135,NotKnow,200,NULL,NULL,NULL,NULL,NULL,NULL,15.9,485,captivity,small,acceptable,NULL,NULL,NULL,NULL,unknown
121,Animalia,Chordata,Amphibia,Caudata,Cryptobranchidae,Andrias,davidianus,Chinese giant salamander,NotKnow,NotKnow,55,NotKnow,500,NULL,NULL,NULL,NULL,NULL,NULL,19.9,485,captivity,small,questionable,NULL,NULL,NULL,NULL,unknown
122,Animalia,Chordata,Amphibia,Caudata,Cryptobranchidae,Andrias,japonicus,Japanese giant salamander,1825,1825,60,NotKnow,500,NULL,NULL,NULL,NULL,NULL,NULL,55,485,captivity,small,acceptable,NULL,NULL,NULL,NULL,unknown
123,Animalia,Chordata,Amphibia,Caudata,Cryptobranchidae,Cryptobranchus,alleganiensis,Hellbender,1825,1825,72,NotKnow,275,NULL,NULL,NULL,NULL,358.1,NULL,29,528,wild,medium,acceptable,NULL,NULL,0.0253,358,288
124,Animalia,Chordata,Amphibia,Caudata,Hynobiidae,Hynobius,boulengeri,Boulenger's oriental salamander,NotKnow,NotKnow,NotKnow,NotKnow,32,NULL,NULL,NULL,NULL,NULL,NULL,11.9,485,captivity,small,acceptable,NULL,NULL,NULL,NULL,unknown
125,Animalia,Chordata,Amphibia,Caudata,Hynobiidae,Hynobius,leechii,Chinese salamander,NotKnow,NotKnow,NotKnow,NotKnow,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7.1,451,captivity,small,acceptable,NULL,NULL,NULL,NULL,unknown
126,Animalia,Chordata,Amphibia,Caudata,Hynobiidae,Hynobius,nebulosus,Clouded salamander,NotKnow,NotKnow,NotKnow,NotKnow,NULL,NULL,NULL,NULL,NULL,NULL,NULL,14.2,485,captivity,medium,acceptable,NULL,NULL,NULL,NULL,unknown
127,Animalia,Chordata,Amphibia,Caudata,Hynobiidae,Hynobius,retardatus,Japanese salamander,NotKnow,NotKnow,NotKnow,NotKnow,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12.9,485,captivity,small,acceptable,NULL,NULL,NULL,NULL,unknown
128,Animalia,Chordata,Amphibia,Caudata,Hynobiidae,Onychodactylus,fischeri,Long-tailed clawed salamander,NotKnow,NotKnow,NotKnow,NotKnow,NULL,NULL,NULL,NULL,NULL,NULL,NULL,17,525,wild,medium,acceptable,NULL,NULL,NULL,NULL,unknown
129,Animalia,Chordata,Amphibia,Caudata,Hynobiidae,Onychodactylus,japonicus,Japanese clawed salamander,NotKnow,NotKnow,NotKnow,NotKnow,17,NULL,NULL,NULL,NULL,NULL,NULL,14.2,451,captivity,small,acceptable,NULL,NULL,NULL,NULL,unknown
130,Animalia,Chordata,Amphibia,Caudata,Hynobiidae,Paradactylodon,mustersi,Afghanistan salamander,NotKnow,NotKnow,NotKnow,NotKnow,NULL,NULL,NULL,NULL,NULL,NULL,NULL,11,451,captivity,small,acceptable,NULL,NULL,NULL,NULL,unknown
131,Animalia,Chordata,Amphibia,Caudata,Hynobiidae,Salamandrella,keyserlingii,Siberian salamander,NotKnow,NotKnow,23,NotKnow,70,NULL,NULL,NULL,NULL,NULL,NULL,8,525,wild,medium,acceptable,NULL,NULL,NULL,NULL,unknown
132,Animalia,Chordata,Amphibia,Caudata,Plethodontidae,Aneides,aeneus,Green salamander,912,912,82,NotKnow,21,2,NULL,NULL,NULL,NULL,NULL,NULL,unknown,unknown,tiny,low,NULL,NULL,NULL,NULL,unknown
133,Animalia,Chordata,Amphibia,Caudata,Plethodontidae,Aneides,lugubris,Arboreal salamander,1095,1095,NotKnow,NotKnow,14.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,unknown,unknown,small,low,NULL,NULL,NULL,NULL,unknown
134,Animalia,Chordata,Amphibia,Caudata,Plethodontidae,Bolitoglossa,dofleini,Giant palm salamander,NotKnow,NotKnow,NotKnow,NotKnow,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6.9,451,captivity,small,acceptable,NULL,NULL,NULL,NULL,unknown
135,Animalia,Chordata,Amphibia,Caudata,Plethodontidae,Bolitoglossa,mexicana,Palm salamander,NotKnow,NotKnow,NotKnow,NotKnow,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12.2,451,captivity,small,acceptable,NULL,NULL,NULL,NULL,unknown
136,Animalia,Chordata,Amphibia,Caudata,Plethodontidae,Desmognathus,monticola,Seal salamander,1642,1277,45,NotKnow,25,NULL,NULL,NULL,NULL,NULL,NULL,17.7,485,captivity,tiny,acceptable,NULL,NULL,NULL,NULL,unknown
137,Animalia,Chordata,Amphibia,Caudata,Plethodontidae,Desmognathus,ochrophaeus,Allegheny mountain dusky salamander,1280,1280,NotKnow,NotKnow,16,NULL,NULL,NULL,NULL,0.6,NULL,19.8,485,captivity,tiny,acceptable,0.3,NULL,NULL,NULL,unknown
138,Animalia,Chordata,Amphibia,Caudata,Plethodontidae,Desmognathus,quadramaculatus,Black-bellied salamander,1280,1280,NotKnow,NotKnow,25,NULL,NULL,NULL,NULL,14.34,NULL,15,485,captivity,small,acceptable,NULL,NULL,0.00411,14.1,288
139,Animalia,Chordata,Amphibia,Caudata,Plethodontidae,Desmognathus,welteri,Black mountain salamander,1642,1642,NotKnow,NotKnow,26,NULL,NULL,NULL,NULL,NULL,NULL,20,485,captivity,small,acceptable,NULL,NULL,NULL,NULL,unknown
140,Animalia,Chordata,Amphibia,Caudata,Plethodontidae,Ensatina,eschscholtzii,Ensatina,1278,1278,138,NotKnow,14,NULL,NULL,NULL,NULL,NULL,NULL,NULL,unknown,unknown,tiny,low,NULL,NULL,NULL,NULL,unknown
141,Animalia,Chordata,Amphibia,Caudata,Plethodontidae,Eurycea,lucifuga,Cave salamander,1095,1095,13,NotKnow,73,NULL,NULL,NULL,NULL,NULL,NULL,9.1,451,captivity,small,acceptable,NULL,NULL,NULL,NULL,unknown
142,Animalia,Chordata,Amphibia,Caudata,Plethodontidae,Eurycea,rathbuni,Texas blind salamander,NotKnow,NotKnow,NotKnow,NotKnow,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10.3,451,captivity,small,acceptable,NULL,NULL,NULL,NULL,unknown
143,Animalia,Chordata,Amphibia,Caudata,Plethodontidae,Eurycea,spelaea,Grotto salamander,NotKnow,NotKnow,NotKnow,NotKnow,NULL,NULL,NULL,NULL,NULL,NULL,NULL,9.9,485,captivity,small,acceptable,NULL,NULL,NULL,NULL,unknown
144,Animalia,Chordata,Amphibia,Caudata,Plethodontidae,Eurycea,wilderae,Blue ridge two-lined salamander,1278,1278,NotKnow,NotKnow,32,NULL,NULL,NULL,NULL,NULL,NULL,8,485,captivity,small,acceptable,NULL,NULL,NULL,NULL,unknown
145,Animalia,Chordata,Amphibia,Caudata,Plethodontidae,Gyrinophilus,palleucus,Tennessee cave salamander,NotKnow,NotKnow,NotKnow,NotKnow,NULL,NULL,NULL,NULL,NULL,NULL,NULL,18.5,485,captivity,small,acceptable,NULL,NULL,NULL,NULL,unknown
146,Animalia,Chordata,Amphibia,Caudata,Plethodontidae,Gyrinophilus,porphyriticus,Spring salamander,1460,1460,NotKnow,NotKnow,61,NULL,NULL,NULL,NULL,NULL,NULL,18.5,485,captivity,small,acceptable,NULL,NULL,NULL,NULL,unknown
147,Animalia,Chordata,Amphibia,Caudata,Plethodontidae,Hemidactylium,scutatum,Four-toed salamander,912,912,NotKnow,NotKnow,30,NULL,NULL,NULL,NULL,NULL,NULL,8.9,485,captivity,small,acceptable,NULL,NULL,NULL,NULL,unknown
148,Animalia,Chordata,Amphibia,Caudata,Plethodontidae,Phaeognathus,hubrichti,Red Hills salamander,2008,NotKnow,NotKnow,NotKnow,9,NULL,NULL,NULL,NULL,NULL,NULL,19.7,485,captivity,small,acceptable,NULL,NULL,NULL,NULL,unknown
149,Animalia,Chordata,Amphibia,Caudata,Plethodontidae,Plethodon,cinereus,Eastern red-backed salamander,730,730,NotKnow,NotKnow,8,NULL,NULL,NULL,NULL,0.5,NULL,25,528,wild,medium,acceptable,NULL,NULL,0.000099,0.76,278.5
150,Animalia,Chordata,Amphibia,Caudata,Plethodontidae,Plethodon,dunni,Dunn's salamander,1095,1095,70,NotKnow,9.4,NULL,NULL,NULL,NULL,NULL,NULL,11,485,captivity,small,acceptable,NULL,NULL,NULL,NULL,unknown
151,Animalia,Chordata,Amphibia,Caudata,Plethodontidae,Plethodon,elongatus,Del Norte salamander,NotKnow,NotKnow,NotKnow,NotKnow,7,NULL,NULL,NULL,NULL,NULL,NULL,13.3,485,captivity,small,acceptable,NULL,NULL,NULL,NULL,unknown
152,Animalia,Chordata,Amphibia,Caudata,Plethodontidae,Plethodon,glutinosus,Northern slimy salamander,910,910,NotKnow,NotKnow,21,NULL,NULL,NULL,NULL,4.2,NULL,20.1,485,captivity,small,acceptable,NULL,NULL,0.00191,4.2,288
153,Animalia,Chordata,Amphibia,Caudata,Plethodontidae,Plethodon,jordani,Red-cheeked salamander,1825,1095,NotKnow,NotKnow,NULL,NULL,NULL,NULL,NULL,NULL,NULL,19.8,485,captivity,tiny,acceptable,NULL,NULL,NULL,NULL,unknown
154,Animalia,Chordata,Amphibia,Caudata,Plethodontidae,Plethodon,vehiculum,Western red-backed salamander,NotKnow,NotKnow,NotKnow,NotKnow,NULL,NULL,NULL,NULL,NULL,NULL,NULL,11.1,485,captivity,small,acceptable,NULL,NULL,NULL,NULL,unknown
155,Animalia,Chordata,Amphibia,Caudata,Plethodontidae,Plethodon,yonahlossee,Yonahlossee salamander,1095,1095,NotKnow,NotKnow,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,unknown,unknown,tiny,low,NULL,NULL,NULL,NULL,unknown
156,Animalia,Chordata,Amphibia,Caudata,Plethodontidae,Pseudotriton,montanus,Mud salamander,1643,1095,NotKnow,NotKnow,NULL,NULL,NULL,NULL,NULL,NULL,NULL,15.1,485,captivity,small,acceptable,NULL,NULL,NULL,NULL,unknown
157,Animalia,Chordata,Amphibia,Caudata,Plethodontidae,Pseudotriton,ruber,Red salamander,1825,1460,75,NotKnow,80,NULL,NULL,NULL,NULL,NULL,NULL,20.1,485,captivity,small,acceptable,NULL,NULL,NULL,NULL,unknown
158,Animalia,Chordata,Amphibia,Caudata,Plethodontidae,Speleomantes,italicus,Italian cave salamander,1278,1278,304,NotKnow,10,NULL,NULL,NULL,NULL,NULL,NULL,10.6,485,captivity,small,acceptable,NULL,NULL,NULL,NULL,unknown
159,Animalia,Chordata,Amphibia,Caudata,Proteidae,Necturus,maculosus,Mudpuppy,2190,1825,50,NotKnow,68,NULL,NULL,NULL,NULL,NULL,NULL,34,unknown,unknown,medium,acceptable,NULL,NULL,NULL,NULL,unknown
160,Animalia,Chordata,Amphibia,Caudata,Proteidae,Necturus,punctatus,Dwarf waterdog,1825,1825,NotKnow,NotKnow,30,NULL,NULL,NULL,NULL,NULL,NULL,NULL,unknown,unknown,tiny,low,NULL,NULL,NULL,NULL,unknown
161,Animalia,Chordata,Amphibia,Caudata,Proteidae,Proteus,anguinus,Olm,4124,NotKnow,133,NotKnow,35,NULL,4562,NULL,NULL,17,NULL,102,934,wild,medium,acceptable,NULL,999,NULL,NULL,unknown
162,Animalia,Chordata,Amphibia,Caudata,Salamandridae,Calotriton,asper,Pyrenean brook newt,NotKnow,NotKnow,NotKnow,NotKnow,NULL,NULL,NULL,NULL,NULL,NULL,NULL,26,525,wild,medium,acceptable,NULL,NULL,NULL,NULL,unknown
163,Animalia,Chordata,Amphibia,Caudata,Salamandridae,Cynops,ensicauda,Brown newt,NotKnow,NotKnow,NotKnow,NotKnow,NULL,NULL,NULL,NULL,NULL,NULL,NULL,17.9,451,captivity,medium,acceptable,NULL,NULL,NULL,NULL,unknown
164,Animalia,Chordata,Amphibia,Caudata,Salamandridae,Cynops,pyrrhogaster,Japanese firebelly newt,913,913,20,NotKnow,200,NULL,NULL,NULL,NULL,NULL,NULL,25,485,captivity,medium,acceptable,NULL,NULL,NULL,NULL,unknown
165,Animalia,Chordata,Amphibia,Caudata,Salamandridae,Ichthyosaura,alpestris,Laureutis alpine salamander,1460,1095,NotKnow,NotKnow,NULL,NULL,NULL,NULL,NULL,NULL,NULL,15,451,captivity,small,acceptable,NULL,NULL,NULL,NULL,unknown
166,Animalia,Chordata,Amphibia,Caudata,Salamandridae,Lissotriton,boscai,Bosca's newt,NotKnow,NotKnow,NotKnow,NotKnow,160,NULL,NULL,NULL,NULL,NULL,NULL,8,525,wild,medium,acceptable,NULL,NULL,NULL,NULL,unknown
167,Animalia,Chordata,Amphibia,Caudata,Salamandridae,Lissotriton,vulgaris,Smooth newt,1095,730,NotKnow,NotKnow,180,NULL,NULL,NULL,NULL,NULL,NULL,20,525,captivity,medium,acceptable,NULL,NULL,NULL,NULL,unknown
168,Animalia,Chordata,Amphibia,Caudata,Salamandridae,Notophthalmus,perstriatus,Striped newt,487,487,NotKnow,NotKnow,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12.9,485,captivity,large,acceptable,NULL,NULL,NULL,NULL,unknown
169,Animalia,Chordata,Amphibia,Caudata,Salamandridae,Notophthalmus,viridescens,Eastern newt,2000,2000,NotKnow,NotKnow,NULL,NULL,NULL,NULL,NULL,NULL,NULL,25,website feedback,captivity,medium,acceptable,NULL,NULL,NULL,NULL,unknown
170,Animalia,Chordata,Amphibia,Caudata,Salamandridae,Pachytriton,brevipes,Tsitou newt,NotKnow,NotKnow,NotKnow,NotKnow,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6.5,451,captivity,small,acceptable,NULL,NULL,NULL,NULL,unknown
171,Animalia,Chordata,Amphibia,Caudata,Salamandridae,Paramesotriton,chinensis,Asian newt,NotKnow,NotKnow,NotKnow,NotKnow,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10.3,485,captivity,tiny,acceptable,NULL,NULL,NULL,NULL,unknown
172,Animalia,Chordata,Amphibia,Caudata,Salamandridae,Pleurodeles,poireti,Algerian newt,NotKnow,NotKnow,NotKnow,NotKnow,NULL,NULL,NULL,NULL,NULL,NULL,NULL,14,451,captivity,small,acceptable,NULL,NULL,NULL,NULL,unknown
173,Animalia,Chordata,Amphibia,Caudata,Salamandridae,Pleurodeles,waltl,Iberian ribbed newt,NotKnow,NotKnow,13,NotKnow,725,NULL,NULL,NULL,NULL,NULL,NULL,19.5,451,captivity,medium,acceptable,NULL,NULL,NULL,NULL,unknown
174,Animalia,Chordata,Amphibia,Caudata,Salamandridae,Salamandra,atra,Golden alpine salamander,NotKnow,NotKnow,NotKnow,NotKnow,NULL,NULL,NULL,NULL,NULL,NULL,NULL,17,525,wild,medium,acceptable,NULL,NULL,NULL,NULL,unknown
175,Animalia,Chordata,Amphibia,Caudata,Salamandridae,Salamandra,salamandra,European fire salamander,NotKnow,NotKnow,NotKnow,NotKnow,NULL,NULL,NULL,NULL,NULL,19.1,NULL,24,451,captivity,medium,acceptable,NULL,NULL,0.00857,19.1,288
176,Animalia,Chordata,Amphibia,Caudata,Salamandridae,Taricha,granulosa,Rough-skinned newt,1278,1278,23,NotKnow,NULL,NULL,NULL,NULL,NULL,12.32,NULL,NULL,unknown,unknown,small,low,NULL,NULL,0.00518,12.2,288
177,Animalia,Chordata,Amphibia,Caudata,Salamandridae,Taricha,rivularis,Red-bellied newt,1825,1825,18,NotKnow,10,NULL,NULL,NULL,NULL,NULL,NULL,NULL,unknown,unknown,tiny,low,NULL,NULL,NULL,NULL,unknown
178,Animalia,Chordata,Amphibia,Caudata,Salamandridae,Taricha,torosa,California newt,1095,1095,45,NotKnow,122,NULL,NULL,0.45,NULL,NULL,NULL,21.8,451,captivity,small,acceptable,NULL,NULL,NULL,NULL,unknown
179,Animalia,Chordata,Amphibia,Caudata,Salamandridae,Triturus,carnifex,Italian crested newt,NotKnow,NotKnow,NotKnow,NotKnow,NULL,NULL,NULL,NULL,NULL,NULL,NULL,11,525,wild,medium,acceptable,NULL,NULL,NULL,NULL,unknown
180,Animalia,Chordata,Amphibia,Caudata,Salamandridae,Triturus,cristatus,Northern crested newt,NotKnow,NotKnow,16,NotKnow,225,NULL,NULL,NULL,NULL,NULL,NULL,28,525,captivity,medium,acceptable,NULL,NULL,NULL,NULL,unknown
181,Animalia,Chordata,Amphibia,Caudata,Salamandridae,Triturus,marmoratus,Marbled newt,1460,1460,NotKnow,NotKnow,NULL,NULL,NULL,NULL,NULL,NULL,NULL,25,525,captivity,small,acceptable,NULL,NULL,NULL,NULL,unknown
182,Animalia,Chordata,Amphibia,Caudata,Salamandridae,Tylototriton,verrucosus,Mandarin salamander,1460,1460,NotKnow,NotKnow,43,NULL,NULL,NULL,NULL,NULL,NULL,11,525,wild,medium,acceptable,NULL,NULL,NULL,NULL,unknown
183,Animalia,Chordata,Amphibia,Caudata,Sirenidae,Siren,intermedia,Lesser siren,730,730,60,NotKnow,350,NULL,NULL,NULL,NULL,NULL,NULL,25.7,451,captivity,medium,acceptable,NULL,NULL,NULL,NULL,unknown
184,Animalia,Chordata,Amphibia,Caudata,Sirenidae,Siren,lacertina,Greater siren,NotKnow,NotKnow,NotKnow,NotKnow,500,NULL,NULL,NULL,NULL,NULL,NULL,25,485,captivity,small,acceptable,NULL,NULL,NULL,NULL,unknown
185,Animalia,Chordata,Amphibia,Gymnophiona,Caeciliidae,Dermophis,mexicanus,Mexican burrowing caecilian,NotKnow,NotKnow,NotKnow,NotKnow,NULL,NULL,NULL,NULL,NULL,NULL,NULL,13.8,451,captivity,small,acceptable,NULL,NULL,NULL,NULL,unknown
186,Animalia,Chordata,Amphibia,Gymnophiona,Caeciliidae,Typhlonectes,compressicauda,Cayenne caecilian,NotKnow,NotKnow,NotKnow,NotKnow,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4.9,485,captivity,small,acceptable,NULL,NULL,NULL,NULL,unknown
187,Animalia,Chordata,Amphibia,Gymnophiona,Caeciliidae,Typhlonectes,natans,Aquatic caecilian,NotKnow,NotKnow,NotKnow,NotKnow,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,unknown,unknown,medium,low,NULL,NULL,NULL,NULL,unknown
188,Animalia,Chordata,Amphibia,Gymnophiona,Ichthyophiidae,Ichthyophis,kohtaoensis,Yellow-striped caecilian,NotKnow,NotKnow,NotKnow,NotKnow,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7.3,451,captivity,small,acceptable,NULL,NULL,NULL,NULL,unknown
190,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Accipiter,cooperii,Cooper's hawk,730,730,24,NotKnow,4,1,NULL,28,NULL,526.64,0.212,20.3,427,wild,medium,acceptable,NULL,NULL,NULL,NULL,unknown
191,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Accipiter,gentilis,Northern goshawk,365,730,33,NotKnow,3,1,NULL,NULL,NULL,1044.2,0.225,22,450,wild,medium,acceptable,NULL,NULL,NULL,NULL,unknown
192,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Accipiter,nisus,Eurasian sparrowhawk,365,365,NotKnow,NotKnow,NULL,NULL,NULL,NULL,NULL,237.5,0.258,20.2,450,wild,medium,acceptable,NULL,NULL,0.9516,135,unknown
193,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Accipiter,striatus,Sharp-shinned hawk,365,365,34,NotKnow,4,1,NULL,NULL,NULL,135,NULL,19.9,427,wild,medium,acceptable,NULL,NULL,NULL,NULL,unknown
194,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Aegypius,monachus,Cinereous vulture,NotKnow,NotKnow,NotKnow,NotKnow,NULL,NULL,NULL,NULL,NULL,9625,NULL,39,1,captivity,medium,acceptable,NULL,NULL,NULL,NULL,unknown
195,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Aquila,adalberti,Spanish imperial eagle,NotKnow,NotKnow,NotKnow,NotKnow,NULL,NULL,NULL,NULL,NULL,3000,NULL,44.5,575,captivity,small,acceptable,NULL,NULL,NULL,NULL,unknown
196,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Aquila,audax,Wedge-tailed eagle,NotKnow,NotKnow,NotKnow,NotKnow,NULL,NULL,NULL,NULL,NULL,3466,NULL,40,1,captivity,small,acceptable,NULL,NULL,NULL,NULL,unknown
197,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Aquila,chrysaetos,Golden eagle,1460,1460,40,NotKnow,2,1,NULL,110.6,NULL,4800,0.126,48,437,captivity,medium,acceptable,NULL,NULL,4.9929,3000,unknown
198,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Aquila,fasciata,Bonelli's eagle,NotKnow,NotKnow,NotKnow,NotKnow,NULL,NULL,NULL,NULL,NULL,2000,0.154,20,1,captivity,small,acceptable,NULL,NULL,NULL,NULL,unknown
199,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Aquila,heliaca,Eastern imperical eagle,NotKnow,NotKnow,NotKnow,NotKnow,NULL,NULL,NULL,NULL,NULL,3262,NULL,56,1,captivity,medium,acceptable,NULL,NULL,NULL,NULL,unknown
200,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Aquila,nipalensis,Steppe eagle,NotKnow,NotKnow,NotKnow,NotKnow,NULL,NULL,NULL,NULL,NULL,2745.5,NULL,41,1,captivity,small,acceptable,NULL,NULL,NULL,NULL,unknown
201,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Aquila,pomarina,Lesser spotted eagle,NotKnow,NotKnow,NotKnow,NotKnow,NULL,NULL,NULL,NULL,NULL,1370,NULL,26.1,1,wild,medium,acceptable,NULL,NULL,NULL,NULL,unknown
202,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Aquila,rapax,Tawny eagle,NotKnow,NotKnow,NotKnow,NotKnow,NULL,NULL,NULL,NULL,NULL,1996.1,0.093,40.3,575,captivity,medium,acceptable,NULL,NULL,NULL,NULL,unknown
203,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Butastur,indicus,Grey-faced buzzard,NotKnow,NotKnow,NotKnow,NotKnow,NULL,NULL,NULL,NULL,NULL,415,NULL,8.5,1,wild,medium,acceptable,NULL,NULL,NULL,NULL,unknown
204,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Buteo,buteo,Buzzard,730,730,NotKnow,NotKnow,NULL,NULL,NULL,NULL,NULL,1012,0.189,28.8,450,wild,medium,acceptable,NULL,NULL,NULL,NULL,unknown
205,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Buteo,jamaicensis,Red-tailed hawk,730,730,31,NotKnow,3,1,NULL,57.6,NULL,1362,0.188,30.7,427,wild,large,acceptable,NULL,NULL,NULL,NULL,unknown
206,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Buteo,lagopus,Rough-legged hawk,730,730,29,NotKnow,5,1,NULL,41.62,NULL,980.64,NULL,18.8,450,wild,small,acceptable,NULL,NULL,NULL,NULL,unknown
207,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Buteo,lineatus,Red-shouldered hawk,365,365,33,NotKnow,3.5,1,NULL,35,NULL,607,NULL,22.4,427,wild,medium,acceptable,NULL,NULL,2.11,658,unknown
208,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Buteo,platypterus,Broad-winged hawk,365,365,25,NotKnow,2.5,1,NULL,28,NULL,454,0.271,18.3,577,wild,small,acceptable,NULL,NULL,NULL,NULL,unknown
209,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Buteo,regalis,Ferruginous hawk,730,730,32,NotKnow,3,1,NULL,51.6,NULL,1500,0.171,23.7,427,wild,medium,acceptable,NULL,NULL,NULL,NULL,unknown
210,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Buteo,rufinus,Long-legged buzzard,NotKnow,NotKnow,NotKnow,NotKnow,NULL,NULL,NULL,NULL,NULL,1174.5,NULL,NULL,unknown,unknown,small,low,NULL,NULL,NULL,NULL,unknown
211,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Buteo,solitarius,Hawaiian hawk,NotKnow,NotKnow,38,NotKnow,1,NULL,NULL,35,NULL,505,NULL,17,445,wild,medium,acceptable,NULL,NULL,NULL,NULL,unknown
212,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Buteo,swainsoni,Swainson's hawk,730,730,31,NotKnow,3,1,NULL,39.4,NULL,980.64,0.158,24.9,427,wild,medium,acceptable,NULL,NULL,NULL,NULL,unknown
213,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Buteogallus,anthracinus,Common black hawk,730,730,38,NotKnow,1.5,1,NULL,NULL,NULL,837,NULL,13.5,1,wild,medium,acceptable,NULL,NULL,NULL,NULL,unknown
